bins,mean,std,ci_low,ci_high,n_pre,n_post,n_adp,n_same_region,n_syn,n_pre_post_pairs,n_synapses,n_pre_adp_pairs,n_pre_same_region_pairs,dend_len,n_pairs,proj_hva,quantity_name,variable_name
"(-0.1, -2.22e-16]",-0.0002558918130197946,7.449506533695492e-05,-0.000401784307976275,-0.00011032637579125857,36.0,0.0,6114.0,7906.0,0.0,0.0,0.0,23976.0,60410.0,728.3861239575,84386.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-2.22e-16, 0.1]",0.0004908562787933236,0.00010130334700479995,0.00030817430384231956,0.0006951628802127104,36.0,0.0,5449.0,7700.0,0.0,0.0,0.0,15642.0,37077.0,501.56527640369995,52719.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.1, 0.2]",0.0011108083780821084,0.00013602020515041018,0.0008366512782154678,0.0013684093024904315,36.0,0.0,4178.0,6726.0,0.0,0.0,0.0,9062.0,20187.0,296.74465477,29249.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.2, 0.3]",0.0014801953526657804,0.0001928638480926062,0.0011119675689696034,0.001843497739821487,36.0,0.0,2902.0,4963.0,0.0,0.0,0.0,4947.0,10613.0,158.20679464719998,15560.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.3, 0.4]",0.00164936920432147,0.00026158118640665215,0.0011355967047080601,0.0021519963552577934,36.0,0.0,1800.0,3325.0,0.0,0.0,0.0,2584.0,5761.0,82.5350451718,8345.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.4, 0.5]",0.0022592101672625235,0.00036250776432170074,0.0015988976758425813,0.0030135411364191145,36.0,0.0,1091.0,2154.0,0.0,0.0,0.0,1399.0,3143.0,45.476340766,4542.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.5, 0.6]",0.0029890514877781538,0.0004842060963028539,0.0020753920129048093,0.00391544723260114,35.0,0.0,625.0,1162.0,0.0,0.0,0.0,768.0,1571.0,24.006232088999997,2339.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.6, 0.7]",0.004058687420698173,0.0007813675160337928,0.0025328665627638593,0.005559162730638866,31.0,0.0,317.0,552.0,0.0,0.0,0.0,384.0,747.0,12.50721148,1131.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.7, 0.8]",0.004935575923736084,0.0010269882749061852,0.0029390612987379473,0.006995600434193137,25.0,0.0,146.0,239.0,0.0,0.0,0.0,175.0,315.0,5.583603127,490.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.8, 0.9]",0.007844966964403812,0.0026957889550110734,0.0029417607348827257,0.013345026929438102,13.0,0.0,28.0,45.0,0.0,0.0,0.0,29.0,54.0,1.0577095600000002,83.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.5, -0.4]",-0.005014137852087512,0.0012261257865442984,-0.007199244098343659,-0.0024374985206040535,20.0,0.0,11.0,40.0,0.0,0.0,0.0,11.0,70.0,0.20498855,81.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.4, -0.3]",-0.00310862876370693,0.0003277409692068954,-0.0037239730678356856,-0.0024521266954205057,65.0,0.0,225.0,475.0,0.0,0.0,0.0,446.0,1904.0,11.872237024,2350.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.3, -0.2]",-0.0016862821652150594,0.00014091267579119648,-0.001972618210834229,-0.0014118470606353326,104.0,0.0,1212.0,1939.0,0.0,0.0,0.0,4695.0,15354.0,141.8251464174,20049.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.2, -0.1]",-0.0008710526133961161,8.452275822438053e-05,-0.0010422010267201476,-0.0007112765701882345,106.0,0.0,2805.0,3466.0,0.0,0.0,0.0,20166.0,54570.0,653.2401050821,74736.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.1, -2.22e-16]",-0.000318737621523619,6.96745094578115e-05,-0.00045778198570709417,-0.00017834282913933684,106.0,0.0,2972.0,3513.0,0.0,0.0,0.0,32117.0,79749.0,1072.6539867948002,111866.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-2.22e-16, 0.1]",0.00018362702100162826,8.397403502106716e-05,1.0538729036703266e-05,0.0003488232810557968,106.0,0.0,2910.0,3504.0,0.0,0.0,0.0,22291.0,56261.0,763.3127527541,78552.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.1, 0.2]",0.0008245061252136744,0.00011296806387265663,0.0006167391011410121,0.0010460734823431327,106.0,0.0,2621.0,3420.0,0.0,0.0,0.0,12457.0,31246.0,436.74312986940004,43703.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.2, 0.3]",0.0016793376511614738,0.00017463571623321835,0.0013382074357622688,0.0020212368417066463,106.0,0.0,2107.0,3046.0,0.0,0.0,0.0,6603.0,15249.0,235.73345676680003,21852.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.3, 0.4]",0.002759527389754688,0.0002880165501142814,0.0021880150667919793,0.003302120063766547,106.0,0.0,1408.0,2211.0,0.0,0.0,0.0,3156.0,6797.0,120.00917249800001,9953.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.4, 0.5]",0.0034750056945665624,0.00044306372866566296,0.002596410499308616,0.004302889626281745,106.0,0.0,842.0,1349.0,0.0,0.0,0.0,1479.0,2788.0,57.11002916699999,4267.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.5, 0.6]",0.005024793414695714,0.0008472085134935415,0.0033621835452001744,0.006747923610774521,99.0,0.0,417.0,621.0,0.0,0.0,0.0,575.0,977.0,24.80998246,1552.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.6, 0.7]",0.005899987869137918,0.0016337799861806277,0.0029128981745188075,0.00931793308133493,78.0,0.0,170.0,249.0,0.0,0.0,0.0,212.0,308.0,9.627866835999999,520.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.7, 0.8]",0.007792707702241675,0.002955082439990319,0.0024563921667775388,0.013896196730567202,34.0,0.0,59.0,72.0,0.0,0.0,0.0,66.0,79.0,2.98925582,145.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.8, 0.9]",0.016349424870771793,0.009105226809189643,0.0013395207601386613,0.03664595209641029,12.0,0.0,17.0,13.0,0.0,0.0,0.0,18.0,14.0,0.94951096,32.0,HVA->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.4, -0.3]",-0.002160498185640179,0.0005049920031363123,-0.003141474825420778,-0.0011426439630349713,15.0,0.0,23.0,117.0,0.0,0.0,0.0,23.0,170.0,0.41721756,193.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.3, -0.2]",-0.0006036287158685388,0.0001692540845994462,-0.000907532809086152,-0.00027145058810192297,29.0,0.0,381.0,1335.0,0.0,0.0,0.0,472.0,3237.0,11.502272662600001,3709.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.2, -0.1]",-0.00035292365873222463,8.037349576103379e-05,-0.0005025608575439917,-0.00019410318511546638,29.0,0.0,1740.0,3299.0,0.0,0.0,0.0,3188.0,17931.0,77.88553614700001,21119.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.1, -2.22e-16]",-6.479181208525856e-05,6.593290036994739e-05,-0.00019144124027091329,6.712264403948857e-05,29.0,0.0,2299.0,3508.0,0.0,0.0,0.0,5273.0,29111.0,131.7400883645,34384.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-2.22e-16, 0.1]",0.00015778494730198166,8.355642508587546e-05,-7.389503997772316e-06,0.00031978905152442395,29.0,0.0,1896.0,3463.0,0.0,0.0,0.0,3584.0,17887.0,87.29073082299999,21471.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.1, 0.2]",0.0003517787988675339,0.0001285960797030737,0.00010102174219703366,0.0006104827980499698,29.0,0.0,1232.0,3026.0,0.0,0.0,0.0,1850.0,8793.0,46.91504997,10643.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.2, 0.3]",0.0004560975508547371,0.00017960844623555333,8.643980599620614e-05,0.0008144785242327476,29.0,0.0,706.0,2076.0,0.0,0.0,0.0,915.0,4306.0,23.142960729000002,5221.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.3, 0.4]",-6.265644420093991e-05,0.0002255496406990651,-0.0004613337749411063,0.0004012327737316781,29.0,0.0,376.0,1258.0,0.0,0.0,0.0,432.0,2088.0,9.855496199000001,2520.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.4, 0.5]",0.0013006122487240668,0.00041372853162935873,0.0005459913131515848,0.0021193415958470014,29.0,0.0,212.0,700.0,0.0,0.0,0.0,253.0,1004.0,6.288602952,1257.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.5, 0.6]",0.0016479761004803844,0.0007144151687571678,0.00044131984623976746,0.003177339368869616,28.0,0.0,94.0,318.0,0.0,0.0,0.0,108.0,390.0,2.541063414,498.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.6, 0.7]",0.0024224544226668816,0.0012578429204269622,0.0003082336295735884,0.005130813918462453,23.0,0.0,41.0,143.0,0.0,0.0,0.0,48.0,170.0,1.39023664,218.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.7, 0.8]",0.002143707876139158,0.003227557762520271,-0.003081085302455143,0.009296658453021208,14.0,0.0,13.0,34.0,0.0,0.0,0.0,13.0,37.0,0.36219294,50.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.8, 0.9]",0.002158420757475446,0.003853720038289257,-0.004682441474670254,0.010303143227710095,3.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,6.0,0.11178065000000001,11.0,V1->HVA,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.4, -0.3]",-0.000295549450753453,0.00017678496610450478,-0.0006120823956264095,4.879089704288343e-05,49.0,0.0,50.0,430.0,0.0,0.0,0.0,59.0,928.0,1.0872433240000001,987.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.3, -0.2]",-0.0001297300491131611,4.114128628060053e-05,-0.00020807054158140627,-5.0100803922989646e-05,92.0,0.0,1188.0,4261.0,0.0,0.0,0.0,1960.0,24054.0,34.9341228204,26014.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.2, -0.1]",-5.679649665438075e-05,1.6607777499520358e-05,-8.893721173440844e-05,-2.504955205505687e-05,94.0,0.0,4640.0,7965.0,0.0,0.0,0.0,12391.0,153177.0,234.7694890781,165568.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.1, -2.22e-16]",-4.26701433892065e-05,1.470253971122357e-05,-7.166913204231334e-05,-1.5407867657010713e-05,94.0,0.0,5673.0,7980.0,0.0,0.0,0.0,17333.0,227262.0,341.2308501921,244595.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-2.22e-16, 0.1]",-9.853905333761394e-07,1.8134551442845566e-05,-3.505692294050587e-05,3.5122454519908825e-05,94.0,0.0,4812.0,7980.0,0.0,0.0,0.0,11544.0,145012.0,230.70400623580002,156556.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.1, 0.2]",0.00010299522218165845,2.6829422804889586e-05,5.0984275014930335e-05,0.00015314134946744796,94.0,0.0,3291.0,7907.0,0.0,0.0,0.0,6244.0,75588.0,127.8912750079,81832.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.2, 0.3]",0.00014432730024255502,3.603583487524576e-05,7.371244153658557e-05,0.0002135363983862592,94.0,0.0,1974.0,7198.0,0.0,0.0,0.0,3115.0,37057.0,64.39600263,40172.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.3, 0.4]",0.000230563014329434,5.508030298770572e-05,0.00011941832069406492,0.00034041624786662936,94.0,0.0,1167.0,5548.0,0.0,0.0,0.0,1611.0,17422.0,31.785912194,19033.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.4, 0.5]",0.00031444882194856037,8.109070897605622e-05,0.0001513755965948456,0.0004810741868302442,94.0,0.0,578.0,3598.0,0.0,0.0,0.0,699.0,7804.0,14.966269178,8503.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.5, 0.6]",0.00038336161572361796,0.00015490707694346844,9.255923584638424e-05,0.000687903969244815,93.0,0.0,281.0,2059.0,0.0,0.0,0.0,314.0,3468.0,7.110618998,3782.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.6, 0.7]",0.00043332420570429964,0.00025470092841145433,-3.663090044111056e-05,0.0009533570288384694,82.0,0.0,111.0,952.0,0.0,0.0,0.0,116.0,1288.0,2.7888596,1404.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.7, 0.8]",0.0004356195849947894,0.00039519046556900703,-0.0002892311951608742,0.00126428844393471,45.0,0.0,38.0,300.0,0.0,0.0,0.0,39.0,361.0,0.8243576450000001,400.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(0.8, 0.9]",0.001297508031375321,0.0015790458825817172,-0.0010769729988693783,0.0047262409460884095,15.0,0.0,3.0,44.0,0.0,0.0,0.0,3.0,47.0,0.1182794,50.0,HVA->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-60.058, -30.029]",0.000557104620758514,0.00017454951782233395,0.00022177003901810053,0.0009141725036899353,23.0,0.0,1897.0,3034.0,0.0,0.0,0.0,4176.0,11205.0,133.0913051289,15381.0,V1->V1,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(-30.029, 0.0]",0.0006685388677659378,0.00014108067661763618,0.0004012725282774891,0.0009558857769573108,23.0,0.0,2238.0,2856.0,0.0,0.0,0.0,8840.0,21225.0,299.148636299,30065.0,V1->V1,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(0.0, 30.029]",-0.0006146778727891198,0.00016313379046462508,-0.0009348500161090673,-0.0002994729049677872,23.0,0.0,2369.0,3488.0,0.0,0.0,0.0,5683.0,13810.0,177.384777435,19493.0,V1->V1,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(30.029, 60.058]",-0.0008849041853418502,0.00014702263063752345,-0.0011751865787472395,-0.0005912107929302363,23.0,0.0,1656.0,2667.0,0.0,0.0,0.0,4756.0,13932.0,135.82180398620002,18688.0,V1->V1,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(-60.058, -30.029]",-0.00015368515106719405,0.00021134448908982008,-0.0005504649140861949,0.00026754468155158225,48.0,0.0,898.0,1124.0,0.0,0.0,0.0,4036.0,9313.0,140.1551486788,13349.0,HVA->HVA,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(-30.029, 0.0]",0.0004513906304565316,0.00021749168908432684,2.766404235879057e-05,0.000868580703404193,48.0,0.0,928.0,1150.0,0.0,0.0,0.0,4359.0,9751.0,158.258922921,14110.0,HVA->HVA,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(0.0, 30.029]",-5.067381902605466e-05,0.00019789508013468772,-0.00042905559167562296,0.00035785003100569784,48.0,0.0,936.0,1151.0,0.0,0.0,0.0,4468.0,10231.0,156.383101011,14699.0,HVA->HVA,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(30.029, 60.058]",-0.00026745789178812644,0.0002071433171381197,-0.0006404759271087877,0.00012864536574422086,48.0,0.0,886.0,1124.0,0.0,0.0,0.0,4013.0,9110.0,136.860852346,13123.0,HVA->HVA,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(-60.058, -30.029]",0.0005457403158272489,0.00018570933184053226,0.00018770869445102902,0.0009134782150113498,18.0,0.0,437.0,993.0,0.0,0.0,0.0,913.0,4461.0,24.655091487,5374.0,V1->HVA,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(-30.029, 0.0]",0.0006053871690161742,0.00021084435836157416,0.000218071725186809,0.0009917380067031537,18.0,0.0,531.0,932.0,0.0,0.0,0.0,1015.0,3901.0,29.2240598469,4916.0,V1->HVA,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(0.0, 30.029]",-0.0005898844315859035,0.0001984402397994379,-0.0009570760099669815,-0.00018222136611429731,18.0,0.0,527.0,914.0,0.0,0.0,0.0,974.0,4195.0,26.236955275000003,5169.0,V1->HVA,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(30.029, 60.058]",-0.0005314418941021937,0.00017812835648325752,-0.0008696814063770112,-0.00016417767762929547,18.0,0.0,392.0,971.0,0.0,0.0,0.0,688.0,4613.0,17.894271520000004,5301.0,V1->HVA,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(-60.058, -30.029]",-8.882430223039975e-05,4.517513585670236e-05,-0.00017732684709850666,2.366985920945208e-07,44.0,0.0,1494.0,3547.0,0.0,0.0,0.0,2427.0,27429.0,50.297864146,29856.0,HVA->V1,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(-30.029, 0.0]",1.5607185420156017e-05,3.3572552138152815e-05,-5.090813382733835e-05,8.248098692374743e-05,44.0,0.0,1998.0,3670.0,0.0,0.0,0.0,4398.0,48663.0,91.946912329,53061.0,HVA->V1,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(0.0, 30.029]",1.0669793711017969e-05,3.910855231705413e-05,-6.408421577482869e-05,8.707253275779573e-05,44.0,0.0,2201.0,3670.0,0.0,0.0,0.0,4264.0,42088.0,91.915438168,46352.0,HVA->V1,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(30.029, 60.058]",4.0034597408185004e-05,4.3299364805615844e-05,-4.642068146218399e-05,0.00012228442039170477,44.0,0.0,1452.0,3498.0,0.0,0.0,0.0,2450.0,29511.0,52.591355832999994,31961.0,HVA->V1,LD_DENSITY_CONTROL,DELTA_ORI_CVT_MONET_FULL
"(-55.398, -27.699]",0.0006576887104650834,0.00012663700211649863,0.000424369981867816,0.0009124190685602104,28.0,0.0,3357.0,5206.0,0.0,0.0,0.0,8968.0,22438.0,281.3873045946,31406.0,V1->V1,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(-27.699, 0.0]",0.00041959019079015506,0.00010589688804883963,0.00020175239184570725,0.0006310054140316361,28.0,0.0,3580.0,5422.0,0.0,0.0,0.0,14546.0,34948.0,474.75296948289997,49494.0,V1->V1,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(0.0, 27.699]",-0.0005236609398842537,0.00010620131538051609,-0.0007265696691408764,-0.0003165519975704001,28.0,0.0,3663.0,5443.0,0.0,0.0,0.0,10821.0,28088.0,330.58884044260003,38909.0,V1->V1,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(27.699, 55.398]",-0.0006105587757456398,0.00010969128575330206,-0.0008276760703769888,-0.0003883061675858057,28.0,0.0,2902.0,5025.0,0.0,0.0,0.0,9061.0,24952.0,264.9414578803,34013.0,V1->V1,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(-55.398, -27.699]",-1.4700808782785332e-05,0.00011975301093517273,-0.0002390186366283557,0.00021299066357088954,82.0,0.0,1766.0,2194.0,0.0,0.0,0.0,11136.0,26371.0,372.95346022959995,37507.0,HVA->HVA,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(-27.699, 0.0]",0.00022028506086593262,0.00010507192948861017,1.7135730691857228e-05,0.0004208034597796459,82.0,0.0,1842.0,2212.0,0.0,0.0,0.0,16005.0,36449.0,530.7762412622,52454.0,HVA->HVA,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(0.0, 27.699]",0.00017672253366273434,0.00010683323729396222,-2.5773350268152328e-05,0.00039235880844899995,82.0,0.0,1839.0,2212.0,0.0,0.0,0.0,15864.0,36672.0,545.2328323013,52536.0,HVA->HVA,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(27.699, 55.398]",-0.0005312615181237775,0.00011890812148097671,-0.0007645980752628985,-0.0002966505920753174,82.0,0.0,1801.0,2201.0,0.0,0.0,0.0,10616.0,26950.0,353.6254851705,37566.0,HVA->HVA,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(-55.398, -27.699]",0.00032651462483595324,0.00014267145358256124,4.472407402549409e-05,0.0005935436434407035,21.0,0.0,743.0,1622.0,0.0,0.0,0.0,1918.0,8321.0,51.192214030900004,10239.0,V1->HVA,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(-27.699, 0.0]",0.00031760072725833057,0.00013866531964904522,6.162440224810836e-05,0.000599097634388197,21.0,0.0,1090.0,1766.0,0.0,0.0,0.0,2431.0,9414.0,65.5492075765,11845.0,V1->HVA,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(0.0, 27.699]",-0.00026882522819135165,0.00010568237743317622,-0.0004638037857358315,-5.099517073984691e-05,21.0,0.0,1181.0,1783.0,0.0,0.0,0.0,2812.0,11601.0,71.6054203056,14413.0,V1->HVA,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(27.699, 55.398]",-0.00033588276291796857,0.00013624222528858582,-0.0006099297465668591,-5.94911943466861e-05,21.0,0.0,815.0,1739.0,0.0,0.0,0.0,1631.0,8032.0,41.300240485,9663.0,V1->HVA,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(-55.398, -27.699]",-5.606837826923583e-05,2.4545593420497552e-05,-0.00010200048678126045,-8.568471933008706e-06,70.0,0.0,3091.0,5538.0,0.0,0.0,0.0,6149.0,74320.0,121.47970146,80469.0,HVA->V1,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(-27.699, 0.0]",-5.883341157470876e-05,2.298274404371254e-05,-0.00010219915131174231,-1.3112228867725838e-05,70.0,0.0,3699.0,5541.0,0.0,0.0,0.0,9421.0,104213.0,190.8560857296,113634.0,HVA->V1,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(0.0, 27.699]",8.434647122627729e-05,2.391967467013605e-05,3.807010947029471e-05,0.00012975817264112752,70.0,0.0,3707.0,5541.0,0.0,0.0,0.0,10304.0,102529.0,208.3505623524,112833.0,HVA->V1,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(27.699, 55.398]",2.088443864189885e-05,2.6496821616072383e-05,-2.9995380115250294e-05,7.101939578508444e-05,70.0,0.0,3145.0,5540.0,0.0,0.0,0.0,6352.0,73857.0,126.20831001319999,80209.0,HVA->V1,LD_DENSITY_CONTROL,DELTA_ORI_IV
"(-31.372, -20.914]",0.002159722562385482,0.0020103224313838533,-0.0013374904694198734,0.006552554071125209,2.0,0.0,14.0,47.0,0.0,0.0,0.0,14.0,47.0,0.4113089,61.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-20.914, -10.457]",0.004941977507909889,0.00022248425771425603,0.004513789804946932,0.005376434642720337,36.0,0.0,2686.0,4840.0,0.0,0.0,0.0,6444.0,10476.0,229.8868033156,16920.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-10.457, 0.0]",0.001892667658411325,6.762456528292599e-05,0.0017622625122871904,0.002025859514456579,36.0,0.0,5209.0,6647.0,0.0,0.0,0.0,42015.0,86549.0,1376.5528326394,128564.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(0.0, 10.457]",-0.002289123753105802,5.947768453777072e-05,-0.002404839556119821,-0.002173035012322747,36.0,0.0,4852.0,6776.0,0.0,0.0,0.0,21080.0,65485.0,566.9593115871,86565.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(10.457, 20.914]",-0.004281157396011564,8.805943753168592e-05,-0.004453005933589309,-0.004111728188321879,36.0,0.0,1278.0,2489.0,0.0,0.0,0.0,4639.0,19615.0,107.0515508494,24254.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(20.914, 31.372]",-0.005870493481466681,0.00017020101415251372,-0.006207157652293012,-0.005542772222987792,36.0,0.0,193.0,319.0,0.0,0.0,0.0,572.0,3278.0,11.283810073999998,3850.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(31.372, 41.829]",-0.006008006046461501,0.0005521761041445759,-0.007015821900151979,-0.004867697263886735,32.0,0.0,18.0,35.0,0.0,0.0,0.0,64.0,346.0,1.256469755,410.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-41.829, -31.372]",-0.006977968941803449,0.0022629617747374543,-0.011315102675372394,-0.0022708766104472733,2.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,11.0,0.0202863,12.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-31.372, -20.914]",0.005909879175645741,0.00041215799097716845,0.005111758797695065,0.0067569867611663266,69.0,0.0,971.0,1360.0,0.0,0.0,0.0,2106.0,3251.0,84.0304638286,5357.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-20.914, -10.457]",0.005434097782658505,0.00013484852323017595,0.005173853774517508,0.005703354989259793,102.0,0.0,2396.0,3013.0,0.0,0.0,0.0,20425.0,32709.0,827.6270898546,53134.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-10.457, 0.0]",0.0016654095109512634,8.636593735649612e-05,0.0015041223153145818,0.0018359574905765042,102.0,0.0,2532.0,3071.0,0.0,0.0,0.0,32430.0,66852.0,1156.1527546803,99282.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(0.0, 10.457]",-0.002152126820036065,6.651592015148627e-05,-0.0022782198677422753,-0.0020282597418186453,102.0,0.0,2493.0,2999.0,0.0,0.0,0.0,24540.0,71480.0,740.2680103615,96020.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(10.457, 20.914]",-0.004730683593365468,7.303188940786426e-05,-0.004876191200187698,-0.004592702229415203,102.0,0.0,1532.0,2016.0,0.0,0.0,0.0,9791.0,39739.0,260.9134427828,49530.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(20.914, 31.372]",-0.005511653426608769,0.0001868679026523726,-0.005877006866041189,-0.005139965834164175,97.0,0.0,305.0,556.0,0.0,0.0,0.0,1475.0,6474.0,40.20895431860001,7949.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
